date,product,unit_type,unit_measure,consumed,restocked,stock_balance,lead_time_days
2025-12-29,Rear Wheel Assembly,unit,units,20.64,0.0,474.9,21
2025-12-30,Rear Wheel Assembly,unit,units,23.94,0.0,450.96,21
2025-12-31,Rear Wheel Assembly,unit,units,28.89,0.0,422.07,21
2025-01-02,Front Caster Wheel,unit,units,25.67,0.0,474.33,21
2025-01-03,Front Caster Wheel,unit,units,23.62,0.0,450.71,21
2025-01-04,Front Caster Wheel,unit,units,10.78,0.0,439.93,21
2025-01-06,Front Caster Wheel,unit,units,21.67,0.0,418.26,21
2025-01-07,Front Caster Wheel,unit,units,24.02,0.0,394.24,21
2025-01-08,Front Caster Wheel,unit,units,24.55,0.0,369.69,21
2025-01-09,Front Caster Wheel,unit,units,16.24,0.0,353.45,21
2025-01-10,Front Caster Wheel,unit,units,19.08,0.0,334.37,21
2025-01-11,Front Caster Wheel,unit,units,11.51,0.0,322.86,21
2025-01-13,Front Caster Wheel,unit,units,22.22,0.0,300.64,21
2025-01-14,Front Caster Wheel,unit,units,24.32,0.0,276.32,21
2025-01-15,Front Caster Wheel,unit,units,25.57,0.0,250.75,21
2025-01-16,Front Caster Wheel,unit,units,18.7,0.0,232.05,21
2025-01-17,Front Caster Wheel,unit,units,21.39,0.0,210.66,21
2025-01-18,Front Caster Wheel,unit,units,12.31,467.4,665.75,21
2025-01-20,Front Caster Wheel,unit,units,23.9,0.0,641.85,21
2025-01-21,Front Caster Wheel,unit,units,21.08,0.0,620.77,21
2025-01-22,Front Caster Wheel,unit,units,21.45,0.0,599.32,21
2025-01-23,Front Caster Wheel,unit,units,24.08,0.0,575.24,21
2025-01-24,Front Caster Wheel,unit,units,20.31,0.0,554.93,21
2025-01-25,Front Caster Wheel,unit,units,11.23,0.0,543.7,21
2025-01-27,Front Caster Wheel,unit,units,25.1,0.0,518.6,21
2025-01-28,Front Caster Wheel,unit,units,18.72,0.0,499.88,21
2025-01-29,Front Caster Wheel,unit,units,18.75,0.0,481.13,21
2025-01-30,Front Caster Wheel,unit,units,24.18,0.0,456.95,21
2025-01-31,Front Caster Wheel,unit,units,20.06,0.0,436.89,21
2025-02-01,Front Caster Wheel,unit,units,10.4,0.0,426.49,21
2025-02-03,Front Caster Wheel,unit,units,18.29,0.0,408.2,21
2025-02-04,Front Caster Wheel,unit,units,20.84,0.0,387.36,21
2025-02-05,Front Caster Wheel,unit,units,22.98,0.0,364.38,21
2025-02-06,Front Caster Wheel,unit,units,23.09,0.0,341.29,21
2025-02-07,Front Caster Wheel,unit,units,23.24,0.0,318.05,21
2025-02-08,Front Caster Wheel,unit,units,9.26,0.0,308.79,21
2025-02-10,Front Caster Wheel,unit,units,20.67,0.0,288.12,21
2025-02-11,Front Caster Wheel,unit,units,20.12,0.0,268.0,21
2025-02-12,Front Caster Wheel,unit,units,21.33,0.0,246.67,21
2025-02-13,Front Caster Wheel,unit,units,24.07,0.0,222.6,21
2025-02-14,Front Caster Wheel,unit,units,22.31,0.0,200.29,21
2025-02-15,Front Caster Wheel,unit,units,10.65,467.4,657.04,21
2025-02-17,Front Caster Wheel,unit,units,21.99,0.0,635.05,21
2025-02-18,Front Caster Wheel,unit,units,23.69,0.0,611.36,21
2025-02-19,Front Caster Wheel,unit,units,21.61,0.0,589.75,21
2025-02-20,Front Caster Wheel,unit,units,22.88,0.0,566.87,21
2025-02-21,Front Caster Wheel,unit,units,20.75,0.0,546.12,21
2025-02-22,Front Caster Wheel,unit,units,10.84,0.0,535.28,21
2025-02-24,Front Caster Wheel,unit,units,20.89,0.0,514.39,21
2025-02-25,Front Caster Wheel,unit,units,23.35,0.0,491.04,21
2025-02-26,Front Caster Wheel,unit,units,21.72,0.0,469.32,21
2025-02-27,Front Caster Wheel,unit,units,18.75,0.0,450.57,21
2025-02-28,Front Caster Wheel,unit,units,19.27,0.0,431.3,21
2025-03-01,Front Caster Wheel,unit,units,10.11,0.0,421.19,21
2025-03-03,Front Caster Wheel,unit,units,21.31,0.0,399.88,21
2025-03-04,Front Caster Wheel,unit,units,24.81,0.0,375.07,21
2025-03-05,Front Caster Wheel,unit,units,22.16,0.0,352.91,21
2025-03-06,Front Caster Wheel,unit,units,19.87,0.0,333.04,21
2025-03-07,Front Caster Wheel,unit,units,22.95,0.0,310.09,21
2025-03-08,Front Caster Wheel,unit,units,11.76,0.0,298.33,21
2025-03-10,Front Caster Wheel,unit,units,21.04,0.0,277.29,21
2025-03-11,Front Caster Wheel,unit,units,23.13,0.0,254.16,21
2025-03-12,Front Caster Wheel,unit,units,18.51,0.0,235.65,21
2025-03-13,Front Caster Wheel,unit,units,24.7,0.0,210.95,21
2025-03-14,Front Caster Wheel,unit,units,19.39,467.4,658.96,21
2025-03-15,Front Caster Wheel,unit,units,10.77,0.0,648.19,21
2025-03-17,Front Caster Wheel,unit,units,17.88,0.0,630.31,21
2025-03-18,Front Caster Wheel,unit,units,21.97,0.0,608.34,21
2025-03-19,Front Caster Wheel,unit,units,22.44,0.0,585.9,21
2025-03-20,Front Caster Wheel,unit,units,15.99,0.0,569.91,21
2025-03-21,Front Caster Wheel,unit,units,20.98,0.0,548.93,21
2025-03-22,Front Caster Wheel,unit,units,9.93,0.0,539.0,21
2025-03-24,Front Caster Wheel,unit,units,22.0,0.0,517.0,21
2025-03-25,Front Caster Wheel,unit,units,17.78,0.0,499.22,21
2025-03-26,Front Caster Wheel,unit,units,25.04,0.0,474.18,21
2025-03-27,Front Caster Wheel,unit,units,20.69,0.0,453.49,21
2025-03-28,Front Caster Wheel,unit,units,20.36,0.0,433.13,21
2025-03-29,Front Caster Wheel,unit,units,9.54,0.0,423.59,21
2025-03-31,Front Caster Wheel,unit,units,23.12,0.0,400.47,21
2025-04-01,Front Caster Wheel,unit,units,22.73,0.0,377.74,21
2025-04-02,Front Caster Wheel,unit,units,17.07,0.0,360.67,21
2025-04-03,Front Caster Wheel,unit,units,18.6,0.0,342.07,21
2025-04-04,Front Caster Wheel,unit,units,21.43,0.0,320.64,21
2025-04-05,Front Caster Wheel,unit,units,10.29,0.0,310.35,21
2025-04-07,Front Caster Wheel,unit,units,18.04,0.0,292.31,21
2025-04-08,Front Caster Wheel,unit,units,20.09,0.0,272.22,21
2025-04-09,Front Caster Wheel,unit,units,21.55,0.0,250.67,21
2025-04-10,Front Caster Wheel,unit,units,17.84,0.0,232.83,21
2025-04-11,Front Caster Wheel,unit,units,20.65,0.0,212.18,21
2025-04-12,Front Caster Wheel,unit,units,10.86,467.4,668.72,21
2025-04-14,Front Caster Wheel,unit,units,19.78,0.0,648.94,21
2025-04-15,Front Caster Wheel,unit,units,18.35,0.0,630.59,21
2025-04-16,Front Caster Wheel,unit,units,20.76,0.0,609.83,21
2025-04-17,Front Caster Wheel,unit,units,18.7,0.0,591.13,21
2025-04-18,Front Caster Wheel,unit,units,24.3,0.0,566.83,21
2025-04-19,Front Caster Wheel,unit,units,8.82,0.0,558.01,21
2025-04-21,Front Caster Wheel,unit,units,20.24,0.0,537.77,21
2025-04-22,Front Caster Wheel,unit,units,22.34,0.0,515.43,21
2025-04-23,Front Caster Wheel,unit,units,18.72,0.0,496.71,21
2025-04-24,Front Caster Wheel,unit,units,17.19,0.0,479.52,21
2025-04-25,Front Caster Wheel,unit,units,17.44,0.0,462.08,21
2025-04-26,Front Caster Wheel,unit,units,8.97,0.0,453.11,21
2025-04-28,Front Caster Wheel,unit,units,18.53,0.0,434.58,21
2025-04-29,Front Caster Wheel,unit,units,19.77,0.0,414.81,21
2025-04-30,Front Caster Wheel,unit,units,19.8,0.0,395.01,21
2025-05-02,Front Caster Wheel,unit,units,19.67,0.0,375.34,21
2025-05-03,Front Caster Wheel,unit,units,9.63,0.0,365.71,21
2025-05-05,Front Caster Wheel,unit,units,15.44,0.0,350.27,21
2025-05-06,Front Caster Wheel,unit,units,20.48,0.0,329.79,21
2025-05-07,Front Caster Wheel,unit,units,17.1,0.0,312.69,21
2025-05-08,Front Caster Wheel,unit,units,15.4,0.0,297.29,21
2025-05-09,Front Caster Wheel,unit,units,19.14,0.0,278.15,21
2025-05-10,Front Caster Wheel,unit,units,9.07,0.0,269.08,21
2025-05-12,Front Caster Wheel,unit,units,17.26,0.0,251.82,21
2025-05-13,Front Caster Wheel,unit,units,17.47,0.0,234.35,21
2025-05-14,Front Caster Wheel,unit,units,20.09,0.0,214.26,21
2025-05-15,Front Caster Wheel,unit,units,18.36,467.4,663.3,21
2025-05-16,Front Caster Wheel,unit,units,18.08,0.0,645.22,21
2025-05-17,Front Caster Wheel,unit,units,9.4,0.0,635.82,21
2025-05-19,Front Caster Wheel,unit,units,16.0,0.0,619.82,21
2025-05-20,Front Caster Wheel,unit,units,18.55,0.0,601.27,21
2025-05-21,Front Caster Wheel,unit,units,17.94,0.0,583.33,21
2025-05-22,Front Caster Wheel,unit,units,19.89,0.0,563.44,21
2025-05-23,Front Caster Wheel,unit,units,18.6,0.0,544.84,21
2025-05-24,Front Caster Wheel,unit,units,10.94,0.0,533.9,21
2025-05-26,Front Caster Wheel,unit,units,19.49,0.0,514.41,21
2025-05-27,Front Caster Wheel,unit,units,18.74,0.0,495.67,21
2025-05-28,Front Caster Wheel,unit,units,17.24,0.0,478.43,21
2025-05-29,Front Caster Wheel,unit,units,16.36,0.0,462.07,21
2025-05-30,Front Caster Wheel,unit,units,16.65,0.0,445.42,21
2025-05-31,Front Caster Wheel,unit,units,10.84,0.0,434.58,21
2025-06-02,Front Caster Wheel,unit,units,17.94,0.0,416.64,21
2025-06-03,Front Caster Wheel,unit,units,16.39,0.0,400.25,21
2025-06-04,Front Caster Wheel,unit,units,19.18,0.0,381.07,21
2025-06-05,Front Caster Wheel,unit,units,13.51,0.0,367.56,21
2025-06-06,Front Caster Wheel,unit,units,15.5,0.0,352.06,21
2025-06-07,Front Caster Wheel,unit,units,8.33,0.0,343.73,21
2025-06-09,Front Caster Wheel,unit,units,12.57,0.0,331.16,21
2025-06-10,Front Caster Wheel,unit,units,19.76,0.0,311.4,21
2025-06-11,Front Caster Wheel,unit,units,19.5,0.0,291.9,21
2025-06-12,Front Caster Wheel,unit,units,16.14,0.0,275.76,21
2025-06-13,Front Caster Wheel,unit,units,17.08,0.0,258.68,21
2025-06-14,Front Caster Wheel,unit,units,8.34,0.0,250.34,21
2025-06-16,Front Caster Wheel,unit,units,19.22,0.0,231.12,21
2025-06-17,Front Caster Wheel,unit,units,18.51,0.0,212.61,21
2025-06-18,Front Caster Wheel,unit,units,17.09,467.4,662.92,21
2025-06-19,Front Caster Wheel,unit,units,21.18,0.0,641.74,21
2025-06-20,Front Caster Wheel,unit,units,15.39,0.0,626.35,21
2025-06-21,Front Caster Wheel,unit,units,8.17,0.0,618.18,21
2025-06-23,Front Caster Wheel,unit,units,17.88,0.0,600.3,21
2025-06-24,Front Caster Wheel,unit,units,17.63,0.0,582.67,21
2025-06-25,Front Caster Wheel,unit,units,18.18,0.0,564.49,21
2025-06-26,Front Caster Wheel,unit,units,16.91,0.0,547.58,21
2025-06-27,Front Caster Wheel,unit,units,18.86,0.0,528.72,21
2025-06-28,Front Caster Wheel,unit,units,9.32,0.0,519.4,21
2025-06-30,Front Caster Wheel,unit,units,18.63,0.0,500.77,21
2025-07-01,Front Caster Wheel,unit,units,16.42,0.0,484.35,21
2025-07-02,Front Caster Wheel,unit,units,17.77,0.0,466.58,21
2025-07-03,Front Caster Wheel,unit,units,15.05,0.0,451.53,21
2025-07-04,Front Caster Wheel,unit,units,18.57,0.0,432.96,21
2025-07-05,Front Caster Wheel,unit,units,8.35,0.0,424.61,21
2025-07-07,Front Caster Wheel,unit,units,17.04,0.0,407.57,21
2025-07-08,Front Caster Wheel,unit,units,13.69,0.0,393.88,21
2025-07-09,Front Caster Wheel,unit,units,13.74,0.0,380.14,21
2025-07-10,Front Caster Wheel,unit,units,13.97,0.0,366.17,21
2025-07-11,Front Caster Wheel,unit,units,18.28,0.0,347.89,21
2025-07-12,Front Caster Wheel,unit,units,7.71,0.0,340.18,21
2025-07-14,Front Caster Wheel,unit,units,14.59,0.0,325.59,21
2025-07-15,Front Caster Wheel,unit,units,16.29,0.0,309.3,21
2025-07-16,Front Caster Wheel,unit,units,11.98,0.0,297.32,21
2025-07-17,Front Caster Wheel,unit,units,20.32,0.0,277.0,21
2025-07-18,Front Caster Wheel,unit,units,18.62,0.0,258.38,21
2025-07-19,Front Caster Wheel,unit,units,7.95,0.0,250.43,21
2025-07-21,Front Caster Wheel,unit,units,15.64,0.0,234.79,21
2025-07-22,Front Caster Wheel,unit,units,16.92,0.0,217.87,21
2025-07-23,Front Caster Wheel,unit,units,16.69,467.4,668.58,21
2025-07-24,Front Caster Wheel,unit,units,16.53,0.0,652.05,21
2025-07-25,Front Caster Wheel,unit,units,15.85,0.0,636.2,21
2025-07-26,Front Caster Wheel,unit,units,8.51,0.0,627.69,21
2025-07-28,Front Caster Wheel,unit,units,16.38,0.0,611.31,21
2025-07-29,Front Caster Wheel,unit,units,15.39,0.0,595.92,21
2025-07-30,Front Caster Wheel,unit,units,15.08,0.0,580.84,21
2025-07-31,Front Caster Wheel,unit,units,17.72,0.0,563.12,21
2025-08-01,Front Caster Wheel,unit,units,16.72,0.0,546.4,21
2025-08-02,Front Caster Wheel,unit,units,8.24,0.0,538.16,21
2025-08-04,Front Caster Wheel,unit,units,15.29,0.0,522.87,21
2025-08-05,Front Caster Wheel,unit,units,15.82,0.0,507.05,21
2025-08-06,Front Caster Wheel,unit,units,16.3,0.0,490.75,21
2025-08-07,Front Caster Wheel,unit,units,16.2,0.0,474.55,21
2025-08-08,Front Caster Wheel,unit,units,17.16,0.0,457.39,21
2025-08-09,Front Caster Wheel,unit,units,8.44,0.0,448.95,21
2025-08-11,Front Caster Wheel,unit,units,16.44,0.0,432.51,21
2025-08-12,Front Caster Wheel,unit,units,16.17,0.0,416.34,21
2025-08-13,Front Caster Wheel,unit,units,16.3,0.0,400.04,21
2025-08-14,Front Caster Wheel,unit,units,18.33,0.0,381.71,21
2025-08-16,Front Caster Wheel,unit,units,8.23,0.0,373.48,21
2025-08-18,Front Caster Wheel,unit,units,19.66,0.0,353.82,21
2025-08-19,Front Caster Wheel,unit,units,18.44,0.0,335.38,21
2025-08-20,Front Caster Wheel,unit,units,14.91,0.0,320.47,21
2025-08-21,Front Caster Wheel,unit,units,14.88,0.0,305.59,21
2025-08-22,Front Caster Wheel,unit,units,20.26,0.0,285.33,21
2025-08-23,Front Caster Wheel,unit,units,7.46,0.0,277.87,21
2025-08-25,Front Caster Wheel,unit,units,12.83,0.0,265.04,21
2025-08-26,Front Caster Wheel,unit,units,18.38,0.0,246.66,21
2025-08-27,Front Caster Wheel,unit,units,20.09,0.0,226.57,21
2025-08-28,Front Caster Wheel,unit,units,16.15,0.0,210.42,21
2025-08-29,Front Caster Wheel,unit,units,17.13,467.4,660.69,21
2025-08-30,Front Caster Wheel,unit,units,7.95,0.0,652.74,21
2025-09-01,Front Caster Wheel,unit,units,21.33,0.0,631.41,21
2025-09-02,Front Caster Wheel,unit,units,21.51,0.0,609.9,21
2025-09-03,Front Caster Wheel,unit,units,12.94,0.0,596.96,21
2025-09-04,Front Caster Wheel,unit,units,20.4,0.0,576.56,21
2025-09-05,Front Caster Wheel,unit,units,17.48,0.0,559.08,21
2025-09-06,Front Caster Wheel,unit,units,10.79,0.0,548.29,21
2025-09-08,Front Caster Wheel,unit,units,16.98,0.0,531.31,21
2025-09-09,Front Caster Wheel,unit,units,19.98,0.0,511.33,21
2025-09-10,Front Caster Wheel,unit,units,19.04,0.0,492.29,21
2025-09-11,Front Caster Wheel,unit,units,18.02,0.0,474.27,21
2025-09-12,Front Caster Wheel,unit,units,16.72,0.0,457.55,21
2025-09-13,Front Caster Wheel,unit,units,8.38,0.0,449.17,21
2025-09-15,Front Caster Wheel,unit,units,18.47,0.0,430.7,21
2025-09-16,Front Caster Wheel,unit,units,18.14,0.0,412.56,21
2025-09-17,Front Caster Wheel,unit,units,23.03,0.0,389.53,21
2025-09-18,Front Caster Wheel,unit,units,19.08,0.0,370.45,21
2025-09-19,Front Caster Wheel,unit,units,20.65,0.0,349.8,21
2025-09-20,Front Caster Wheel,unit,units,8.71,0.0,341.09,21
2025-09-22,Front Caster Wheel,unit,units,17.51,0.0,323.58,21
2025-09-23,Front Caster Wheel,unit,units,17.9,0.0,305.68,21
2025-09-24,Front Caster Wheel,unit,units,20.02,0.0,285.66,21
2025-09-25,Front Caster Wheel,unit,units,18.42,0.0,267.24,21
2025-09-26,Front Caster Wheel,unit,units,17.74,0.0,249.5,21
2025-09-27,Front Caster Wheel,unit,units,10.05,0.0,239.45,21
2025-09-29,Front Caster Wheel,unit,units,18.11,0.0,221.34,21
2025-09-30,Front Caster Wheel,unit,units,18.19,0.0,203.15,21
2025-10-01,Front Caster Wheel,unit,units,20.42,467.4,650.13,21
2025-10-03,Front Caster Wheel,unit,units,22.26,0.0,627.87,21
2025-10-04,Front Caster Wheel,unit,units,10.89,0.0,616.98,21
2025-10-06,Front Caster Wheel,unit,units,21.26,0.0,595.72,21
2025-10-07,Front Caster Wheel,unit,units,24.33,0.0,571.39,21
2025-10-08,Front Caster Wheel,unit,units,22.74,0.0,548.65,21
2025-10-09,Front Caster Wheel,unit,units,24.2,0.0,524.45,21
2025-10-10,Front Caster Wheel,unit,units,26.58,0.0,497.87,21
2025-10-11,Front Caster Wheel,unit,units,13.01,0.0,484.86,21
2025-10-13,Front Caster Wheel,unit,units,19.32,0.0,465.54,21
2025-10-14,Front Caster Wheel,unit,units,23.87,0.0,441.67,21
2025-10-15,Front Caster Wheel,unit,units,21.76,0.0,419.91,21
2025-10-16,Front Caster Wheel,unit,units,23.23,0.0,396.68,21
2025-10-17,Front Caster Wheel,unit,units,25.92,0.0,370.76,21
2025-10-18,Front Caster Wheel,unit,units,12.18,0.0,358.58,21
2025-10-20,Front Caster Wheel,unit,units,23.22,0.0,335.36,21
2025-10-21,Front Caster Wheel,unit,units,23.16,0.0,312.2,21
2025-10-22,Front Caster Wheel,unit,units,23.61,0.0,288.59,21
2025-10-23,Front Caster Wheel,unit,units,20.14,0.0,268.45,21
2025-10-25,Front Caster Wheel,unit,units,11.62,0.0,256.83,21
2025-10-27,Front Caster Wheel,unit,units,26.27,0.0,230.56,21
2025-10-28,Front Caster Wheel,unit,units,21.76,0.0,208.8,21
2025-10-29,Front Caster Wheel,unit,units,23.59,467.4,652.61,21
2025-10-30,Front Caster Wheel,unit,units,26.37,0.0,626.24,21
2025-10-31,Front Caster Wheel,unit,units,28.23,0.0,598.01,21
2025-11-01,Front Caster Wheel,unit,units,10.24,0.0,587.77,21
2025-11-03,Front Caster Wheel,unit,units,25.01,0.0,562.76,21
2025-11-04,Front Caster Wheel,unit,units,23.46,0.0,539.3,21
2025-11-05,Front Caster Wheel,unit,units,24.18,0.0,515.12,21
2025-11-06,Front Caster Wheel,unit,units,29.36,0.0,485.76,21
2025-11-07,Front Caster Wheel,unit,units,26.05,0.0,459.71,21
2025-11-08,Front Caster Wheel,unit,units,12.89,0.0,446.82,21
2025-11-10,Front Caster Wheel,unit,units,23.57,0.0,423.25,21
2025-11-11,Front Caster Wheel,unit,units,29.27,0.0,393.98,21
2025-11-12,Front Caster Wheel,unit,units,24.33,0.0,369.65,21
2025-11-13,Front Caster Wheel,unit,units,25.31,0.0,344.34,21
2025-11-14,Front Caster Wheel,unit,units,27.01,0.0,317.33,21
2025-11-15,Front Caster Wheel,unit,units,12.51,0.0,304.82,21
2025-11-17,Front Caster Wheel,unit,units,26.45,0.0,278.37,21
2025-11-18,Front Caster Wheel,unit,units,25.5,0.0,252.87,21
2025-11-19,Front Caster Wheel,unit,units,25.43,0.0,227.44,21
2025-11-20,Front Caster Wheel,unit,units,22.69,0.0,204.75,21
2025-11-21,Front Caster Wheel,unit,units,25.32,467.4,646.83,21
2025-11-22,Front Caster Wheel,unit,units,16.15,0.0,630.68,21
2025-11-24,Front Caster Wheel,unit,units,24.88,0.0,605.8,21
2025-11-25,Front Caster Wheel,unit,units,24.69,0.0,581.11,21
2025-11-26,Front Caster Wheel,unit,units,26.41,0.0,554.7,21
2025-11-27,Front Caster Wheel,unit,units,26.16,0.0,528.54,21
2025-11-28,Front Caster Wheel,unit,units,23.45,0.0,505.09,21
2025-11-29,Front Caster Wheel,unit,units,12.14,0.0,492.95,21
2025-12-01,Front Caster Wheel,unit,units,22.45,0.0,470.5,21
2025-12-02,Front Caster Wheel,unit,units,24.24,0.0,446.26,21
2025-12-03,Front Caster Wheel,unit,units,20.68,0.0,425.58,21
2025-12-04,Front Caster Wheel,unit,units,25.23,0.0,400.35,21
2025-12-05,Front Caster Wheel,unit,units,23.37,0.0,376.98,21
2025-12-06,Front Caster Wheel,unit,units,12.29,0.0,364.69,21
2025-12-08,Front Caster Wheel,unit,units,24.02,0.0,340.67,21
2025-12-09,Front Caster Wheel,unit,units,24.49,0.0,316.18,21
2025-12-10,Front Caster Wheel,unit,units,21.11,0.0,295.07,21
2025-12-11,Front Caster Wheel,unit,units,26.4,0.0,268.67,21
2025-12-12,Front Caster Wheel,unit,units,25.03,0.0,243.64,21
2025-12-13,Front Caster Wheel,unit,units,10.91,0.0,232.73,21
2025-12-15,Front Caster Wheel,unit,units,22.3,0.0,210.43,21
2025-12-16,Front Caster Wheel,unit,units,18.66,467.4,659.17,21
2025-12-17,Front Caster Wheel,unit,units,23.68,0.0,635.49,21
2025-12-18,Front Caster Wheel,unit,units,23.72,0.0,611.77,21
2025-12-19,Front Caster Wheel,unit,units,25.36,0.0,586.41,21
2025-12-20,Front Caster Wheel,unit,units,8.03,0.0,578.38,21
2025-12-22,Front Caster Wheel,unit,units,17.25,0.0,561.13,21
2025-12-23,Front Caster Wheel,unit,units,26.67,0.0,534.46,21
2025-12-24,Front Caster Wheel,unit,units,26.54,0.0,507.92,21
2025-12-27,Front Caster Wheel,unit,units,12.38,0.0,495.54,21
2025-12-29,Front Caster Wheel,unit,units,20.64,0.0,474.9,21
2025-12-30,Front Caster Wheel,unit,units,23.94,0.0,450.96,21
2025-12-31,Front Caster Wheel,unit,units,28.89,0.0,422.07,21
2025-01-02,Seat Foam Pad,weight,kg,19.45,0.0,380.55,10
2025-01-03,Seat Foam Pad,weight,kg,17.57,0.0,362.98,10
2025-01-04,Seat Foam Pad,weight,kg,8.07,0.0,354.91,10
2025-01-06,Seat Foam Pad,weight,kg,15.19,0.0,339.72,10
2025-01-07,Seat Foam Pad,weight,kg,19.05,0.0,320.67,10
2025-01-08,Seat Foam Pad,weight,kg,18.44,0.0,302.23,10
2025-01-09,Seat Foam Pad,weight,kg,12.37,0.0,289.86,10
2025-01-10,Seat Foam Pad,weight,kg,13.14,0.0,276.72,10
2025-01-11,Seat Foam Pad,weight,kg,7.95,0.0,268.77,10
2025-01-13,Seat Foam Pad,weight,kg,17.25,0.0,251.52,10
2025-01-14,Seat Foam Pad,weight,kg,19.32,0.0,232.2,10
2025-01-15,Seat Foam Pad,weight,kg,19.0,0.0,213.2,10
2025-01-16,Seat Foam Pad,weight,kg,12.8,0.0,200.4,10
2025-01-17,Seat Foam Pad,weight,kg,16.02,0.0,184.38,10
2025-01-18,Seat Foam Pad,weight,kg,9.88,0.0,174.5,10
2025-01-20,Seat Foam Pad,weight,kg,17.94,0.0,156.56,10
2025-01-21,Seat Foam Pad,weight,kg,14.08,0.0,142.48,10
2025-01-22,Seat Foam Pad,weight,kg,16.35,0.0,126.13,10
2025-01-23,Seat Foam Pad,weight,kg,18.65,0.0,107.48,10
2025-01-24,Seat Foam Pad,weight,kg,14.82,291.65,384.31,10
2025-01-25,Seat Foam Pad,weight,kg,8.3,0.0,376.01,10
2025-01-27,Seat Foam Pad,weight,kg,18.45,0.0,357.56,10
2025-01-28,Seat Foam Pad,weight,kg,13.79,0.0,343.77,10
2025-01-29,Seat Foam Pad,weight,kg,13.64,0.0,330.13,10
2025-01-30,Seat Foam Pad,weight,kg,17.43,0.0,312.7,10
2025-01-31,Seat Foam Pad,weight,kg,13.92,0.0,298.78,10
2025-02-01,Seat Foam Pad,weight,kg,7.9,0.0,290.88,10
2025-02-03,Seat Foam Pad,weight,kg,15.25,0.0,275.63,10
2025-02-04,Seat Foam Pad,weight,kg,14.38,0.0,261.25,10
2025-02-05,Seat Foam Pad,weight,kg,16.28,0.0,244.97,10
2025-02-06,Seat Foam Pad,weight,kg,17.27,0.0,227.7,10
2025-02-07,Seat Foam Pad,weight,kg,17.01,0.0,210.69,10
2025-02-08,Seat Foam Pad,weight,kg,6.89,0.0,203.8,10
2025-02-10,Seat Foam Pad,weight,kg,13.74,0.0,190.06,10
2025-02-11,Seat Foam Pad,weight,kg,15.64,0.0,174.42,10
2025-02-12,Seat Foam Pad,weight,kg,15.9,0.0,158.52,10
2025-02-13,Seat Foam Pad,weight,kg,17.38,0.0,141.14,10
2025-02-14,Seat Foam Pad,weight,kg,16.54,0.0,124.6,10
2025-02-15,Seat Foam Pad,weight,kg,8.19,0.0,116.41,10
2025-02-17,Seat Foam Pad,weight,kg,16.45,0.0,391.61,10
2025-02-18,Seat Foam Pad,weight,kg,16.68,0.0,374.93,10
2025-02-19,Seat Foam Pad,weight,kg,18.4,0.0,356.53,10
2025-02-20,Seat Foam Pad,weight,kg,15.78,0.0,340.75,10
2025-02-21,Seat Foam Pad,weight,kg,14.72,0.0,326.03,10
2025-02-22,Seat Foam Pad,weight,kg,7.26,0.0,318.77,10
2025-02-24,Seat Foam Pad,weight,kg,13.85,0.0,304.92,10
2025-02-25,Seat Foam Pad,weight,kg,16.47,0.0,288.45,10
2025-02-26,Seat Foam Pad,weight,kg,16.63,0.0,271.82,10
2025-02-27,Seat Foam Pad,weight,kg,13.79,0.0,258.03,10
2025-02-28,Seat Foam Pad,weight,kg,14.02,0.0,244.01,10
2025-03-01,Seat Foam Pad,weight,kg,7.16,0.0,236.85,10
2025-03-03,Seat Foam Pad,weight,kg,15.89,0.0,220.96,10
2025-03-04,Seat Foam Pad,weight,kg,18.29,0.0,202.67,10
2025-03-05,Seat Foam Pad,weight,kg,16.05,0.0,186.62,10
2025-03-06,Seat Foam Pad,weight,kg,15.41,0.0,171.21,10
2025-03-07,Seat Foam Pad,weight,kg,15.57,0.0,155.64,10
2025-03-08,Seat Foam Pad,weight,kg,9.37,0.0,146.27,10
2025-03-10,Seat Foam Pad,weight,kg,14.56,0.0,131.71,10
2025-03-11,Seat Foam Pad,weight,kg,18.51,0.0,113.2,10
2025-03-12,Seat Foam Pad,weight,kg,14.0,291.65,390.85,10
2025-03-13,Seat Foam Pad,weight,kg,18.61,0.0,372.24,10
2025-03-14,Seat Foam Pad,weight,kg,14.47,0.0,357.77,10
2025-03-15,Seat Foam Pad,weight,kg,7.48,0.0,350.29,10
2025-03-17,Seat Foam Pad,weight,kg,12.79,0.0,337.5,10
2025-03-18,Seat Foam Pad,weight,kg,14.08,0.0,323.42,10
2025-03-19,Seat Foam Pad,weight,kg,15.91,0.0,307.51,10
2025-03-20,Seat Foam Pad,weight,kg,11.49,0.0,296.02,10
2025-03-21,Seat Foam Pad,weight,kg,16.52,0.0,279.5,10
2025-03-22,Seat Foam Pad,weight,kg,7.02,0.0,272.48,10
2025-03-24,Seat Foam Pad,weight,kg,16.94,0.0,255.54,10
2025-03-25,Seat Foam Pad,weight,kg,14.58,0.0,240.96,10
2025-03-26,Seat Foam Pad,weight,kg,19.35,0.0,221.61,10
2025-03-27,Seat Foam Pad,weight,kg,15.8,0.0,205.81,10
2025-03-28,Seat Foam Pad,weight,kg,15.34,0.0,190.47,10
2025-03-29,Seat Foam Pad,weight,kg,6.9,0.0,183.57,10
2025-03-31,Seat Foam Pad,weight,kg,19.07,0.0,164.5,10
